,index,text,label,mandate,page_no
5919,1934,"v. 
Asset Backed/ Mortgage Backed Securities risk 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,28
5920,1935,"vi. 
Convertible Securities and CoCos risk 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,28
5921,1936,"iv. 
Asset Backed/ Mortgage Backed Securities risk 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,30
5922,1938,"vi. 
Asset Backed/ Mortgage Backed Securities risk 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,32
5923,1939,"• Investors wanting to preserve capital. 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,32
5924,1940,"iv. 
Concentration risk 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,36
5925,1941,"ii. 
Strategy risk 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,37
5926,1942,"• Investors with a specific need around ethical criteria. 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,38
5927,1943,"Performance Comparator - 
IA Asia Pacific ex Japan 
Equity  Sector Average 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,42
5928,1944,"Performance  Target - IA 
£ Corporate Bond  Sector 
Average 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,42
5929,1945,"Performance  Constraining 
Benchmark - iBoxx Sterling 
Collateralized & Corporates 
Index  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,42
5930,1946,"Performance  Target - MSCl 
Emerging Markets Index 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,42
5931,1947,". 
Performance  Target -  
Markit iBoxx Sterling Non 
Gilts AAA (GBP) +0.65% 
from 01/01/2016. ICE BofA 
Sterling Non Gilts (AAA) 
(GBP) +0.65% from 
01/01/2002 to 31/12/2015. 
 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,43
5932,1948," 
-2.60 
6.70 
NA 
NA 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,43
5933,1949,"Performance  Target - S&P 
500 Index +2% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,43
5934,1950,"28.41 
3.56 
13.29 
NA 
NA 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,43
5935,1951,"Performance  Target - S&P 
500 Index +3% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,43
5936,1952,"Performance  Comparator - 
IA North America Equity 
Sector Average 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,43
5937,1953,"Performance  Target - MSCI 
Emerging Markets Index 
+2% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,43
5938,1954,"Performance  Target - FTSE 
World Europe ex UK Index  
+3% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,43
5939,1955,"Performance  Target - FTSE 
World Europe ex UK Index 
+2% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,43
5940,1956,"Performance  Target - EMIX 
Smaller European 
Companies ex UK Index +3% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,43
5941,1957,"Performance  Target - IA 
Mixed Investment 40-85% 
Shares Sector Average 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,44
5942,1958,"Performance  Target - MSCI 
AC World Index +2% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,44
5943,1959,"Performance  Target - MSCI 
AC World Small Cap Index + 
3% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,44
5944,1960,"Performance  Target - MSCI 
AC World Index +3% from 
01/07/13.  Prior MSCI World 
Index  +3% from 01/01/07.  
Prior S&P Global 100 +3% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,44
5945,1961,"Performance  Target - ICE 
BofA GBP/Euro Fixed & 
Floating High Yield Non 
Financial 3% Constrained 
(HGD to GBP) (GBP) +0.80% 
from 01/04/2011. 75% ICE 
BofA Euro High Yield 
(Hedged to GBP) 25% ICE 
BofA Sterling Corporates 
Industrials (GBP) +0.80% 
from 01/03/2009 to 
31/03/2011. 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,44
5946,1962,"Performance  Target - IBOXX 
Sterling Collateralized & 
Corporates from 
01/01/2016, prior ICE 
BofAML Sterling Corporate 
& Collateralized All Stocks 
01/04/20110 to 
31/12/2015, prior BofA 
Merrill Lynch Sterling Non 
Gilts All Stocks to 
31/03/2010 +0.8% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,44
5947,1963,"Performance  Target - MSCI 
Japan Index +4%  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,44
5948,1964,"Performance  Comparator - 
IA Japan Equity Sector 
Average 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,45
5949,1965,"Performance  Target - 
Bloomberg Barclays Sterling 
Corporate and Collateralised 
Index (Hedged to 2 year 
duration)  
Prior to 08/01/14 - 40% ICE 
BofAML Sterling Non-Gilts 
(BBB), 40% ICE BofAML 
Sterling Non-Gilts (A), 20% 
ICE BofAML Euro High Yield 
(Hedged to GBP)  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,45
5950,1966,"Performance  Target - FTSE 
Actuaries UK Conventional 
Gilts All Stocks Index +0.5% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,45
5951,1967,"Performance  Comparator - 
IA UK Gilts Sector Average 
7.19 
-0.05 
1.70 
10.99 
-0.38 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,45
5952,1968,"Performance  Target - FTSE 
350 Index +4%  
23.19 
-5.47 
16.91 
20.85 
4.69 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,45
5953,1969,"Performance  Constraining 
Benchmark - FTSE 350 Index 
19.19 
-9.47 
12.91 
16.85 
0.69 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,45
5954,1970,"Performance  Target - FTSE 
All-Share ex FTSE 100 ex 
Investment Trusts Index 
+3% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,45
5955,1971,"Performance  Target -  
Numis Smaller Companies 
Plus AIM ex Investment 
Companies +3.00% from 
01/04/2018. Numis Smaller 
Companies (ex Investment 
Trusts)  +3.00% from 
06/01/1997 to 31/03/2018. 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,46
5956,1972,"Eligible Markets 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,46
5957,1973,"INDIVIDUAL SAVINGS ACCOUNTS 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,47
5958,1974,"1 March – 31 August 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,48
5959,1975,"1 September – 28 February (29 February in a 
leap year) 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,48
5960,1976,"1 March – 28 February (29 February in a leap 
year) 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,48
5961,1977,"MEETINGS OF HOLDERS 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,53
5962,1978,"AUTHORISED CORPORATE DIRECTOR 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,57
5963,1979,"Mr Jamie Matheson* 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,57
5964,1980,"Mr Gary Marshall 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,57
5965,1981,"Ms Allison Donaldson 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,57
5966,1982,"Mr Aron Mitchell 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,57
5967,1983,"Ms Carolan Dobson* 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,57
5968,1985,"Retail Shares* 
Institutional 
Shares** 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,64
5969,1986,"Platform 
Shares*** 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,64
5970,1987,"Ret CAT Inc  - 
Nil 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,64
5971,1988,"ASI Global Balanced GrowthFund 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,64
5972,1989,"Nil 
Nil 
Ret Acc  - 4% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,64
5973,1990,"Ret Founder 
Acc  - 5.5% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,65
5974,1991,"Ret Founder Inc  
- 5.5% 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,65
5975,1992,"Retail* 
Institutional** 
Platform*** 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,66
5976,1993,"Inst R Acc 
Inst “S” Acc 
Inst “S” Inc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,66
5977,1994,"0.5% 
Plat 1 Inc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,66
5978,1995," 
Inst “S” Acc 
Inst “S” Inc 
SL Acc 
SL Inc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,66
5979,1996,"0.75%    Plat 1 Acc 
0.75%    Plat 1 Inc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,66
5980,1997," 
Inst “S” Acc 
 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,66
5981,1998,"SL Inc 
 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,66
5982,1999," 
SL Acc 
SL Inc  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,66
5983,2000,"0.75%       Plat 1 
Acc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,66
5984,2001,"0.5% 
Inst “S” Acc               
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,66
5985,2002,"0.5% 
Inst “S” Inc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,66
5986,2003,"1.5% 
Inst “A” Inc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
5987,2004,"0.6% 
Inst “S” Acc               
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
5988,2005,"0.6% 
Inst “S” Inc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
5989,2006,"1% 
 
0.5% 
Plat 1 Acc 
0.5% 
Plat 1 Inc 
Income 
 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
5990,2007,"1.3% 
0.75% 
 
0.75% 
Plat 1 Acc 
Income 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
5991,2008,"1.80% 
0.80% 
Inst Acc 
1% 
Plat 1 Acc 
Income 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
5992,2009," 
Inst “A” 
Acc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
5993,2010,"1% 
Ret 
Founder 
Acc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
5994,2011,"0.5% 
Inst 
Founder 
Acc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
5995,2012,"0.5% 
Inst 
Founder 
Inc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
5996,2013,"1% 
Ret 
Founder 
Inc 
 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
5997,2014,"Inst R Acc   
Inst “S” Acc             
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
5998,2015,"1.45% 
0.85% 
Inst Acc 
0.9% 
 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
5999,2016,"1.7% 
Inst “A” Acc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
6000,2017,"0.3% 
Inst R Acc 
0.6% 
Plat 1 Inc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
6001,2018,"1% 
Inst “A” 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,67
6002,2019,"1% 
Inst “A” 
Inc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,68
6003,2020,"0.45% 
Inst “S” 
Acc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,68
6004,2021,"0.45% 
Inst “S” Inc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,68
6005,2022," 
Inst R Acc  
Inst “A” Acc 
Inst “A” Inc 
Inst “S” Acc  
Inst “S” Inc  
SL Acc  
SL Inc  
SL “B” Acc               
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,68
6006,2023,"0.75% 
 
0.75% 
Plat 1 Acc 
Capital 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,68
6007,2024," 
Inst “A” 
Acc 
Inst “A” 
Inc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,68
6008,2025,"0.75% 
Plat 1 Acc 
Capital 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,68
6009,2026,"0.4% 
Plat 1 Inc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,69
6010,2027,"0.75% 
 
0.75% 
Plat 1 Acc 
Income 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,69
6011,2028,"0.3% 
Inst R Acc 
0.75% 
Plat 1 Inc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,69
6012,2029,"0.4% 
Inst R Acc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,69
6013,2030,"Unless we notify you otherwise, we will treat you as a retail client. 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,73
6014,2031,"Buying Shares  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,73
6015,2032,"Retail Shares 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,76
6016,2033," 
£50 minimum per month. 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,77
6017,2034," 
Institutional Shares 
 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,77
6018,2035," 
Platform Shares 
 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,77
6019,2036,"IN SPECIE REDEMPTION 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,78
6020,2037,"SHARE CONVERSIONS 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,80
6021,2038,"DILUTION ADJUSTMENT 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,81
6022,2039," 
 
 
 
Fund Name 
Estimated Dilution 
Adjustment (%) 
Applicable For  Purchases   
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,82
6023,2040,"Estimated Dilution 
Adjustment (%) 
Applicable For Sales  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,82
6024,2041,"STAMP DUTY RESERVE TAX 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,83
6025,2042,"WINDING UP AND TERMINATION 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,83
6026,2043,"Reports and Accounts 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,85
6027,2044,"Order Execution Information 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,86
6028,2045,"Voting Rights Strategy 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,86
6029,2046,"DISCLOSURE OF DATA 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,88
6030,2047,"• Political and economic news 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,91
6031,2048,"• Government policy 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,91
6032,2049,"• Changes in technology and business practice 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,91
6033,2050,"• Changes in demographics, cultures and populations 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,91
6034,2051,"• Natural or human-caused disasters 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,91
6035,2052,"• Weather and climate patterns 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,91
6036,2053,"• Scientific or investigative discoveries 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,91
6037,2054," 
Specific Risks 
 
Asset Backed/ Mortgage Backed Securities Risk  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,92
6038,2055,"Convertible Securities and CoCos risk 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,92
6039,2056,"Concentration risk 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,93
6040,2057,"Country risk — China  
",1,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,93
6041,2058,"Credit and High Yield Credit risk  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,93
6042,2060,"• Economies that are heavily reliant on particular industries, commodities, or trading partners 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,94
6043,2061,"• Inadequate reserves to cover issuer or counterparty defaults  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,94
6044,2062,"• Lack of uniform accounting, auditing and financial reporting standards 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,95
6045,2063,"• Arbitrary delays and market closures 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,95
6046,2064,"• Market infrastructure that is unable to handle peak trading volumes 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,95
6047,2065,"• Fraud, corruption and error 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,95
6048,2066,"Interest rate risk  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,95
6049,2067,"Variable Interest Entity Risk  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,95
6050,2068,"APPENDIX II 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,96
6051,2069,"CASH AND NEAR CASH 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,101
6052,2070,"APPENDIX III 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,104
6053,2071,"1BAUSTRALIA 
ASX Group Limited 
BRAZIL 
BM&F Bovespa  
CANADA 
The Toronto Stock Exchange 
TSX Ventures 
Montreal Exchange Inc 
CHILE 
Bolsa de Comercio de Santiago 
CHINA 
Shanghai Stock Exchange 
Shenzhen Stock Exchange 
HONG KONG 
Hong Kong Exchanges & Clearing Limited 
INDIA  
Bombay Stock Exchange   
National Stock Exchange 
INDONESIA 
Indonesia Stock Exchange  
ISRAEL 
Tel Aviv Stock Exchange 
JAPAN 
Tokyo Stock Exchange 
Tokyo Financial Exchange 
Fukuoka Stock Exchange 
Nagoya Stock Exchange 
Osaka Securities Exchange 
Sapporo Securities Exchange 
JASDAQ Stock Exchange 
Mothers Market 
TSE J-Reit 
KOREA 
Korea Exchange 
MALAYSIA 
Bursa Malaysia Securities Berhad 
MEXICO 
Bolsa Mexicana de Valores (Mexican Stock Exchange) 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,104
6054,2072," 
 
ELIGIBLE DERIVATIVES MARKETS 
 
AUSTRALIA 
ASX Group Limited 
BRAZIL 
BM&F Bovespa  
CANADA 
ICE Futures Canada  
Montreal Exchange Inc 
HONG KONG 
Hong Kong Exchanges & Clearing Limited 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,105
6055,2073,"JAPAN 
Tokyo Stock Exchange 
Tokyo Financial Exchange  
Osaka Securities Exchange 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,106
6056,2074,"0BKOREA 
Korea Exchange 
SINGAPORE 
Singapore Exchange  
SOUTH AFRICA 
Johannesburg Securities Exchange 
The South African Futures Exchange  
UNITED STATES 
CME Group 
Chicago Board Options Exchange  
ICE Futures US 
International Securities Exchange 
NASDAQ OMX Futures Exchange 
NYSE Euronext 
NYSE LIFFE US 
One Chicago 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,106
6057,2075,"2BOTHERS 
SIX Group (Switzerland) 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,106
6058,2076,"APPENDIX IV 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,107
6059,2077,"APPENDIX V 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,111
6060,2078,"APPENDIX VI 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6061,2079,"LIST OF DELEGATES AND SUB-DELEGATES 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6062,2080," 
Country 
Citibank NA 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6063,2081,"Australia 
Citigroup Pty. Limited 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6064,2082,"Austria 
Citibank Europe plc  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6065,2083,"Bahrain 
Citibank, N.A., Bahrain Branch  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6066,2084,"Bangladesh 
Citibank, N.A.,  Bangaldesh Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6067,2085,"Belgium 
Citibank Europe plc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6068,2086,"Benin 
Standard Chartered Bank Cote d'Ivoire 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6069,2087,"Bosnia-Herzegovina 
(Sarajevo) 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6070,2088,"Bosnia-Herzegovina: 
Srpska (Banja Luka) 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6071,2089,"Botswana 
Standard Chartered Bank of Botswana Limited 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6072,2090,"Brazil 
Citibank, N.A., Brazilian Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6073,2091,"Bulgaria 
Citibank Europe plc Bulgaria Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6074,2092,"Burkina Faso 
Standard Chartered Bank Cote D'ivoire 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6075,2093,"Canada 
Citibank  Canada 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6076,2094,"Chile 
Banco de Chile 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6077,2095,"China B Shanghai  
Citibank, N.A., Hong Kong Branch (For China B shares) 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6078,2096,"China B   Shenzhen  
Citibank, N.A., Hong Kong Branch (For China B shares) 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
